doc,utterance,speaker,query,text,exactage,age1994,agerange,gender,nat,birthplace,birthcountry,l1,lingorig,dialect_rep,hab_city,hab_country,hab_dur,dialect_l1,dialect_l2,dialect_l3,dialect_l4,edqual,occupation,socgrade,nssec,l2,fls,in_core,rec_length,rec_date,rec_year,rec_period,n_speakers,list_speakers,rec_loc,relationships,topics,activity,conv_type,conventions,in_sample,transcriber
S3JF,300,S0227,I 've got to V,I 've got to cut,54,45_59,50_59,M,British,"Crayford, Kent",England,English,England,None indicated,,England,9,unspecified,unspecified,unspecified,unspecified,3_sixthform,customer services agent,C1,3,,French -- intermediate; Spanish -- intermediate,y,1:58:45,2014-08-20,2014,2014_Q3,3,S0190 S0192 S0227,"In Dad andANON's kitchen, Rushden","Close family, partners, very close friends","Family, health, phone calls, cooking, flights, weather, hospital, freelancing, taxes, recording, phonology, dialect, friends, extended family, grandchildren, moving house, laptops, children, board game, forms, memory, South Korea, renting an apartment, navigating, family and friends visiting, traffic, university, losing weight, TV, accent, work, Aaron, telepathy & sign language, utilities, winter, plants, whisky",Dinner with Dad & Ann,"Discussing, explaining, inquiring, complaining, advising, inviting, anecdote telling, making arrangements, telling jokes",Revised,y,T09
S3JF,1962,S0227,I 've got to V,I 've got to change,54,45_59,50_59,M,British,"Crayford, Kent",England,English,England,None indicated,,England,9,unspecified,unspecified,unspecified,unspecified,3_sixthform,customer services agent,C1,3,,French -- intermediate; Spanish -- intermediate,y,1:58:45,2014-08-20,2014,2014_Q3,3,S0190 S0192 S0227,"In Dad andANON's kitchen, Rushden","Close family, partners, very close friends","Family, health, phone calls, cooking, flights, weather, hospital, freelancing, taxes, recording, phonology, dialect, friends, extended family, grandchildren, moving house, laptops, children, board game, forms, memory, South Korea, renting an apartment, navigating, family and friends visiting, traffic, university, losing weight, TV, accent, work, Aaron, telepathy & sign language, utilities, winter, plants, whisky",Dinner with Dad & Ann,"Discussing, explaining, inquiring, complaining, advising, inviting, anecdote telling, making arrangements, telling jokes",Revised,y,T09
S7JH,1498,S0192,I 've got to V,I 've got to get,28,25_34,19_29,M,British,Bedford,England,English,England,RP,,England,22,uk,england,unspecified,unspecified,4_graduate,English Language Instructor,C1,3,Spanish,Korean -- level unspecified,n,1:40:54,2014-09-27,2014,2014_Q3,4,S0191 S0192 S0193 S0199,"At my Auntie's house in Putnoe, Bedford","Close family, partners, very close friends","Greetings, drinks, photos, dying cats, the weather, ANON's party, cousins as children, hairy bottoms, sugary food, tea & coffee, family trees, extended family, pidgins & creoles, linguistics, accents & dialects, stylistic variation, cigarettes, phonology & phonetics, Spanish, family health, Jamaican family, Israelites, languages, EFL, the Middle East, future plans, 10-year plan, savings, Africa, PhDs, having children, South Korea, study, Russia, crime, Sewol boat, Christmas, self perception, stress, parties, speed, principles & parameters, universal grammar, pronunciation, passives, Auntie Hix,",Visiting my Auntie while ANON has a party,"Discussing, explaining, inquiring, anecdote telling, telling jokes",Revised,n,T10
S7JH,935,S0193,I 've got to V,I 've got to go,55,45_59,50_59,F,British,Enfield MDSX,England,English,England,Bedfordian/Londoner,,England,55,uk,england,unspecified,unspecified,3_sixthform,Person Centered Co-Ordinater | in Learning Disabilitie (Adults),B,2,,,n,1:40:54,2014-09-27,2014,2014_Q3,4,S0191 S0192 S0193 S0199,"At my Auntie's house in Putnoe, Bedford","Close family, partners, very close friends","Greetings, drinks, photos, dying cats, the weather, ANON's party, cousins as children, hairy bottoms, sugary food, tea & coffee, family trees, extended family, pidgins & creoles, linguistics, accents & dialects, stylistic variation, cigarettes, phonology & phonetics, Spanish, family health, Jamaican family, Israelites, languages, EFL, the Middle East, future plans, 10-year plan, savings, Africa, PhDs, having children, South Korea, study, Russia, crime, Sewol boat, Christmas, self perception, stress, parties, speed, principles & parameters, universal grammar, pronunciation, passives, Auntie Hix,",Visiting my Auntie while ANON has a party,"Discussing, explaining, inquiring, anecdote telling, telling jokes",Revised,n,T10
SAA3,107,S0192,I 've got to V,I 've got to tick,28,25_34,19_29,M,British,Bedford,England,English,England,RP,,England,22,uk,england,unspecified,unspecified,4_graduate,English Language Instructor,C1,3,Spanish,Korean -- level unspecified,n,0:28:49,2014-08-17,2014,2014_Q3,2,S0192 S0199,"Mother's house, Bedford","Close family, partners, very close friends","Food & drink, moving house item list, marriage, jet lag, memory, health, weaver fish, travelling, friends & family",A mother and son's practical reunion,"Discussing, explaining, inquiring, advising, anecdote telling, making arrangements",Revised,y,T10
SAA3,109,S0192,I 've got to V,I 've got to know,28,25_34,19_29,M,British,Bedford,England,English,England,RP,,England,22,uk,england,unspecified,unspecified,4_graduate,English Language Instructor,C1,3,Spanish,Korean -- level unspecified,n,0:28:49,2014-08-17,2014,2014_Q3,2,S0192 S0199,"Mother's house, Bedford","Close family, partners, very close friends","Food & drink, moving house item list, marriage, jet lag, memory, health, weaver fish, travelling, friends & family",A mother and son's practical reunion,"Discussing, explaining, inquiring, advising, anecdote telling, making arrangements",Revised,y,T10
SAA3,78,S0199,I 've got to V,I 've got to look,52,45_59,50_59,F,British,"Enfield, Middlesex",England,English,England,Bedfordian,,England,52,uk,england,south,eastern_engl,3_sixthform,Learning & Development Assistant,D,6,,,y,0:28:49,2014-08-17,2014,2014_Q3,2,S0192 S0199,"Mother's house, Bedford","Close family, partners, very close friends","Food & drink, moving house item list, marriage, jet lag, memory, health, weaver fish, travelling, friends & family",A mother and son's practical reunion,"Discussing, explaining, inquiring, advising, anecdote telling, making arrangements",Revised,y,T10
SAA3,314,S0199,I 've got to V,I 've got to go,52,45_59,50_59,F,British,"Enfield, Middlesex",England,English,England,Bedfordian,,England,52,uk,england,south,eastern_engl,3_sixthform,Learning & Development Assistant,D,6,,,y,0:28:49,2014-08-17,2014,2014_Q3,2,S0192 S0199,"Mother's house, Bedford","Close family, partners, very close friends","Food & drink, moving house item list, marriage, jet lag, memory, health, weaver fish, travelling, friends & family",A mother and son's practical reunion,"Discussing, explaining, inquiring, advising, anecdote telling, making arrangements",Revised,y,T10
SVZB,1103,S0192,I 've got to V,I 've got to know,28,25_34,19_29,M,British,Bedford,England,English,England,RP,,England,22,uk,england,unspecified,unspecified,4_graduate,English Language Instructor,C1,3,Spanish,Korean -- level unspecified,n,1:30:51,2014-08-18,2014,2014_Q3,4,S0191 S0192 S0193 S0199,"Auntie's house, Bedford","Close family, partners, very close friends","House and decor, my birth, the family, manicures, family holidays, ex-husbands, appearance, divorce, pregnancy, my cousins' houses, travelling, returning home, extended family, my fiancée, my proposal, my marriage, living in the Middle East, having and raising children, living in South Korea, comparing England to Korea, moving to Brighton, making arrangements to meet, future bills, consent forms, phone call to cousin",Seeing my auntie for the first time in two years,"Discussing, explaining, inquiring, complaining, advising, inviting, anecdote telling, making arrangements, telling jokes",Revised,y,T18
SVZB,1869,S0192,I 've got to V,I 've got to pay,28,25_34,19_29,M,British,Bedford,England,English,England,RP,,England,22,uk,england,unspecified,unspecified,4_graduate,English Language Instructor,C1,3,Spanish,Korean -- level unspecified,n,1:30:51,2014-08-18,2014,2014_Q3,4,S0191 S0192 S0193 S0199,"Auntie's house, Bedford","Close family, partners, very close friends","House and decor, my birth, the family, manicures, family holidays, ex-husbands, appearance, divorce, pregnancy, my cousins' houses, travelling, returning home, extended family, my fiancée, my proposal, my marriage, living in the Middle East, having and raising children, living in South Korea, comparing England to Korea, moving to Brighton, making arrangements to meet, future bills, consent forms, phone call to cousin",Seeing my auntie for the first time in two years,"Discussing, explaining, inquiring, complaining, advising, inviting, anecdote telling, making arrangements, telling jokes",Revised,y,T18
SVZB,957,S0199,I 've got to V,I 've got to go,52,45_59,50_59,F,British,"Enfield, Middlesex",England,English,England,Bedfordian,,England,52,uk,england,south,eastern_engl,3_sixthform,Learning & Development Assistant,D,6,,,y,1:30:51,2014-08-18,2014,2014_Q3,4,S0191 S0192 S0193 S0199,"Auntie's house, Bedford","Close family, partners, very close friends","House and decor, my birth, the family, manicures, family holidays, ex-husbands, appearance, divorce, pregnancy, my cousins' houses, travelling, returning home, extended family, my fiancée, my proposal, my marriage, living in the Middle East, having and raising children, living in South Korea, comparing England to Korea, moving to Brighton, making arrangements to meet, future bills, consent forms, phone call to cousin",Seeing my auntie for the first time in two years,"Discussing, explaining, inquiring, complaining, advising, inviting, anecdote telling, making arrangements, telling jokes",Revised,y,T18
SVZB,960,S0199,I 've got to V,I 've got to do,52,45_59,50_59,F,British,"Enfield, Middlesex",England,English,England,Bedfordian,,England,52,uk,england,south,eastern_engl,3_sixthform,Learning & Development Assistant,D,6,,,y,1:30:51,2014-08-18,2014,2014_Q3,4,S0191 S0192 S0193 S0199,"Auntie's house, Bedford","Close family, partners, very close friends","House and decor, my birth, the family, manicures, family holidays, ex-husbands, appearance, divorce, pregnancy, my cousins' houses, travelling, returning home, extended family, my fiancée, my proposal, my marriage, living in the Middle East, having and raising children, living in South Korea, comparing England to Korea, moving to Brighton, making arrangements to meet, future bills, consent forms, phone call to cousin",Seeing my auntie for the first time in two years,"Discussing, explaining, inquiring, complaining, advising, inviting, anecdote telling, making arrangements, telling jokes",Revised,y,T18
SB4D,1952,S0192,I 've got to V,I 've got to plan,28,25_34,19_29,M,British,Bedford,England,English,England,RP,,England,22,uk,england,unspecified,unspecified,4_graduate,English Language Instructor,C1,3,Spanish,Korean -- level unspecified,n,1:49:01,2014-08-17,2014,2014_Q3,5,S0189 S0191 S0192 S0197 S0199,"Mother's house, Bedford","Close family, partners, very close friends","Food & drink, preparations for university, travelling, meal time challenges, jet lag, the future, childhood, technology, music, the neighbours, accidents, operations, injuries, movies, alcohol and cigars, the band, jogging, the weather, amazing people, dangerous animals, drugs",Dinner with the family,"Discussing, explaining, inquiring, complaining, advising, requesting, anecdote telling",Revised,y,T10
SB4D,896,S0197,I 've got to V,I 've got to carry,51,45_59,50_59,M,British,Liverpool,England,English,England,Southern/London,,England,51,uk,england,south,london,3_sixthform,Buyer,B,2,,,y,1:49:01,2014-08-17,2014,2014_Q3,5,S0189 S0191 S0192 S0197 S0199,"Mother's house, Bedford","Close family, partners, very close friends","Food & drink, preparations for university, travelling, meal time challenges, jet lag, the future, childhood, technology, music, the neighbours, accidents, operations, injuries, movies, alcohol and cigars, the band, jogging, the weather, amazing people, dangerous animals, drugs",Dinner with the family,"Discussing, explaining, inquiring, complaining, advising, requesting, anecdote telling",Revised,y,T10
SZBR,710,S0259,I 've got to V,I 've got to give,42,35_44,40_49,F,British,Peterborough,England,English,England,East Anglia,,England,42,uk,england,south,eastern_engl,3_sixthform,Cleaner,D,7,,,y,0:37:40,2014-09-11,2014,2014_Q3,2,S0255 S0259,"Speakers' home, Peterborough","Close family, partners, very close friends","Operation, teenagers, school, detention, visiting friends, cancer, bank/building society, planning work",Catching up with a friend (who is also my cleaner),"Discussing, explaining, inquiring, complaining, advising, anecdote telling, making arrangements",Revised,n,T06
SYTD,1031,S0084,I 've got to V,I 've got to change,,Unknown,19_29,F,British,"Lewisham, London",England,English,England,Southern,Cambridge,England,"2 years, 9 months",uk,england,south,unspecified,5_postgrad,Production Controller,B,2,,,n,1:08:52,2012-04-05,2012,2012_Q2,2,S0084 S0135,"ANON’s house, Cambridge","Friends, wider family circle",The future,Friends chatting ,"Discussing, explaining, inquiring, complaining, advising, anecdote telling, making arrangements ",Original,y,T03
SYTD,1208,S0084,I 've got to V,I 've got to go,,Unknown,19_29,F,British,"Lewisham, London",England,English,England,Southern,Cambridge,England,"2 years, 9 months",uk,england,south,unspecified,5_postgrad,Production Controller,B,2,,,n,1:08:52,2012-04-05,2012,2012_Q2,2,S0084 S0135,"ANON’s house, Cambridge","Friends, wider family circle",The future,Friends chatting ,"Discussing, explaining, inquiring, complaining, advising, anecdote telling, making arrangements ",Original,y,T03
SYTD,1421,S0135,I 've got to V,I 've got to take,,Unknown,19_29,F,British,West Sussex,England,English,England,Southern,"Haywards Heath, Sussex",England,19 years,uk,england,south,unspecified,5_postgrad,Admin / Secretarial,C1,3,,,n,1:08:52,2012-04-05,2012,2012_Q2,2,S0084 S0135,"ANON’s house, Cambridge","Friends, wider family circle",The future,Friends chatting ,"Discussing, explaining, inquiring, complaining, advising, anecdote telling, making arrangements ",Original,y,T03
S7JG,1363,S0084,I 've got to V,I 've got to put,,Unknown,19_29,F,British,"Lewisham, London",England,English,England,Southern,Cambridge,England,"2 years, 9 months",uk,england,south,unspecified,5_postgrad,Production Controller,B,2,,,n,3:18:53,2012-04-15,2012,2012_Q2,3,S0041 S0046 S0084,"ANON’s home, Cambridge","Friends, wider family circle","Food, films, the military ","Friends cooking and eating dinner, chatting, watching a movie","Discussing, explaining, inquiring, complaining, advising, anecdote telling, making arrangements ",Original,y,T15
S7JG,2030,S0084,I 've got to V,I 've got to make,,Unknown,19_29,F,British,"Lewisham, London",England,English,England,Southern,Cambridge,England,"2 years, 9 months",uk,england,south,unspecified,5_postgrad,Production Controller,B,2,,,n,3:18:53,2012-04-15,2012,2012_Q2,3,S0041 S0046 S0084,"ANON’s home, Cambridge","Friends, wider family circle","Food, films, the military ","Friends cooking and eating dinner, chatting, watching a movie","Discussing, explaining, inquiring, complaining, advising, anecdote telling, making arrangements ",Original,y,T15
S7NH,143,S0084,I 've got to V,I 've got to get,,Unknown,19_29,F,British,"Lewisham, London",England,English,England,Southern,Cambridge,England,"2 years, 9 months",uk,england,south,unspecified,5_postgrad,Production Controller,B,2,,,n,1:38:18,2012-03-31,2012,2012_Q1,2,S0083 S0084,"ANON’s home, Cambridge","Close family, partners, very close friends",,Family chatting ,"Discussing, explaining, inquiring, complaining, advising, anecdote telling, making arrangements ",Original,y,T20
SU82,3210,S0084,I 've got to V,I 've got to renew,,Unknown,19_29,F,British,"Lewisham, London",England,English,England,Southern,Cambridge,England,"2 years, 9 months",uk,england,south,unspecified,5_postgrad,Production Controller,B,2,,,n,3:20:56,2012-02-28,2012,2012_Q1,2,S0041 S0084,"ANON’s home, Cambridge","Friends, wider family circle",,"Friends booking flights, eating dinner, watching tv.","Discussing, explaining, inquiring, complaining, advising, anecdote telling, making arrangements ",Original,y,T11
S7SU,203,S0084,I 've got to V,I 've got to stop,,Unknown,19_29,F,British,"Lewisham, London",England,English,England,Southern,Cambridge,England,"2 years, 9 months",uk,england,south,unspecified,5_postgrad,Production Controller,B,2,,,n,2:04:38,2012-03-04,2012,2012_Q1,3,S0041 S0046 S0084,"ANON’s home, Cambridge","Friends, wider family circle","Food, relationships","Friends eating dinner, chatting.","Discussing, explaining, inquiring, complaining, advising, anecdote telling, making arrangements ",Original,y,T09
S7SU,1231,S0084,I 've got to V,I 've got to go,,Unknown,19_29,F,British,"Lewisham, London",England,English,England,Southern,Cambridge,England,"2 years, 9 months",uk,england,south,unspecified,5_postgrad,Production Controller,B,2,,,n,2:04:38,2012-03-04,2012,2012_Q1,3,S0041 S0046 S0084,"ANON’s home, Cambridge","Friends, wider family circle","Food, relationships","Friends eating dinner, chatting.","Discussing, explaining, inquiring, complaining, advising, anecdote telling, making arrangements ",Original,y,T09
S7SU,1235,S0084,I 've got to V,I 've got to leave,,Unknown,19_29,F,British,"Lewisham, London",England,English,England,Southern,Cambridge,England,"2 years, 9 months",uk,england,south,unspecified,5_postgrad,Production Controller,B,2,,,n,2:04:38,2012-03-04,2012,2012_Q1,3,S0041 S0046 S0084,"ANON’s home, Cambridge","Friends, wider family circle","Food, relationships","Friends eating dinner, chatting.","Discussing, explaining, inquiring, complaining, advising, anecdote telling, making arrangements ",Original,y,T09
S7SU,1235,S0084,I 've got to V,I 've got to get,,Unknown,19_29,F,British,"Lewisham, London",England,English,England,Southern,Cambridge,England,"2 years, 9 months",uk,england,south,unspecified,5_postgrad,Production Controller,B,2,,,n,2:04:38,2012-03-04,2012,2012_Q1,3,S0041 S0046 S0084,"ANON’s home, Cambridge","Friends, wider family circle","Food, relationships","Friends eating dinner, chatting.","Discussing, explaining, inquiring, complaining, advising, anecdote telling, making arrangements ",Original,y,T09
S7SU,1177,S0046,I 've got to V,I 've got to go,,Unknown,19_29,M,British,Cambridge,England,English,England,Southern,Cambridge,England,26 years,uk,england,south,unspecified,3_sixthform,Labourer,D,7,,,n,2:04:38,2012-03-04,2012,2012_Q1,3,S0041 S0046 S0084,"ANON’s home, Cambridge","Friends, wider family circle","Food, relationships","Friends eating dinner, chatting.","Discussing, explaining, inquiring, complaining, advising, anecdote telling, making arrangements ",Original,y,T09
SJ5D,120,S0024,I 've got to V,I 've got to walk,36,35_44,30_39,F,British,Norwich,England,English,England,Southern,"Dereham, Norfolk",England,28,uk,england,south,unspecified,5_postgrad,lecturer,A,1_2,,,n,0:18:37,2014-10-09,2014,2014_Q4,2,S0024 S0144,"walking to speakers' home, China","Close family, partners, very close friends","work, shopping",couple walk home from work,"Discussing, explaining, making arrangements",Revised,y,T18
SFYP,1279,S0024,I 've got to V,I 've got to use,36,35_44,30_39,F,British,Norwich,England,English,England,Southern,"Dereham, Norfolk",England,28,uk,england,south,unspecified,5_postgrad,lecturer,A,1_2,,,n,1:11:48,2012-04-10,2012,2012_Q2,2,S0024 S0144,"ANON's parents' house, Norfolk","Close family, partners, very close friends","Teaching, art, killer whales, TV violence, squatting, blue peter badges",Married couple have a chat and a glass of wine.,"Discussing, explaining, anecdote telling",Original,y,T03
S2B5,508,S0024,I 've got to V,I 've got to do,36,35_44,30_39,F,British,Norwich,England,English,England,Southern,"Dereham, Norfolk",England,28,uk,england,south,unspecified,5_postgrad,lecturer,A,1_2,,,n,0:36:03,2012-03-06,2012,2012_Q1,2,S0024 S0144,"The Swan pub, Norfolk","Close family, partners, very close friends","Dogs, property, economics, health",Husband and wife discuss some issues over a drink.,"Discussing, explaining",Original,y,T20
S2GC,593,S0024,I 've got to V,I 've got to stop,36,35_44,30_39,F,British,Norwich,England,English,England,Southern,"Dereham, Norfolk",England,28,uk,england,south,unspecified,5_postgrad,lecturer,A,1_2,,,n,1:10:42,2014-09-17,2014,2014_Q3,2,S0024 S0144,"Speakers' home, China","Close family, partners, very close friends","work, food, TV",Couple plan classes together,"Discussing, explaining, advising",Revised,y,T10
S2GC,749,S0024,I 've got to V,I 've got to stop,36,35_44,30_39,F,British,Norwich,England,English,England,Southern,"Dereham, Norfolk",England,28,uk,england,south,unspecified,5_postgrad,lecturer,A,1_2,,,n,1:10:42,2014-09-17,2014,2014_Q3,2,S0024 S0144,"Speakers' home, China","Close family, partners, very close friends","work, food, TV",Couple plan classes together,"Discussing, explaining, advising",Revised,y,T10
S2GC,761,S0024,I 've got to V,I 've got to get,36,35_44,30_39,F,British,Norwich,England,English,England,Southern,"Dereham, Norfolk",England,28,uk,england,south,unspecified,5_postgrad,lecturer,A,1_2,,,n,1:10:42,2014-09-17,2014,2014_Q3,2,S0024 S0144,"Speakers' home, China","Close family, partners, very close friends","work, food, TV",Couple plan classes together,"Discussing, explaining, advising",Revised,y,T10
S2GC,761,S0024,I 've got to V,I 've got to get,36,35_44,30_39,F,British,Norwich,England,English,England,Southern,"Dereham, Norfolk",England,28,uk,england,south,unspecified,5_postgrad,lecturer,A,1_2,,,n,1:10:42,2014-09-17,2014,2014_Q3,2,S0024 S0144,"Speakers' home, China","Close family, partners, very close friends","work, food, TV",Couple plan classes together,"Discussing, explaining, advising",Revised,y,T10
S2GC,793,S0024,I 've got to V,I 've got to find,36,35_44,30_39,F,British,Norwich,England,English,England,Southern,"Dereham, Norfolk",England,28,uk,england,south,unspecified,5_postgrad,lecturer,A,1_2,,,n,1:10:42,2014-09-17,2014,2014_Q3,2,S0024 S0144,"Speakers' home, China","Close family, partners, very close friends","work, food, TV",Couple plan classes together,"Discussing, explaining, advising",Revised,y,T10
SVBN,233,S0024,I 've got to V,I 've got to download,36,35_44,30_39,F,British,Norwich,England,English,England,Southern,"Dereham, Norfolk",England,28,uk,england,south,unspecified,5_postgrad,lecturer,A,1_2,,,n,0:16:08,2014-10-09,2014,2014_Q4,2,S0024 S0144,"Speakers' home, China","Close family, partners, very close friends","babies, TV, study",couple takes a walk round their house,"Discussing, explaining",Revised,y,T10
S5B4,160,S0024,I 've got to V,I 've got to get,36,35_44,30_39,F,British,Norwich,England,English,England,Southern,"Dereham, Norfolk",England,28,uk,england,south,unspecified,5_postgrad,lecturer,A,1_2,,,n,1:09:32,2014-09-06,2014,2014_Q3,2,S0024 S0144,Speakers' home,"Close family, partners, very close friends","Shopping, public relations, music",Chat about the day we’ve had.,"Discussing, explaining, making arrangements",Revised,y,T02
SFP5,168,S0024,I 've got to V,I 've got to get,36,35_44,30_39,F,British,Norwich,England,English,England,Southern,"Dereham, Norfolk",England,28,uk,england,south,unspecified,5_postgrad,lecturer,A,1_2,,,n,0:30:35,2012-03-11,2012,2012_Q1,2,S0024 S0144,"The countryside, Norfolk","Close family, partners, very close friends","Countryside, economics, wildlife, graveyards",Couple take a walk and have a chat in the countryside.,"Discussing, explaining",Original,y,T20
S4MF,265,S0024,I 've got to V,I 've got to do,36,35_44,30_39,F,British,Norwich,England,English,England,Southern,"Dereham, Norfolk",England,28,uk,england,south,unspecified,5_postgrad,lecturer,A,1_2,,,n,0:25:13,2014-08-28,2014,2014_Q3,2,S0024 S0144,Speakers' home,"Close family, partners, very close friends",application at council planning committee meeting; structure of the forthcoming,selling.,Discussing,Revised,y,T15
SCA5,414,S0024,I 've got to V,I 've got to check,36,35_44,30_39,F,British,Norwich,England,English,England,Southern,"Dereham, Norfolk",England,28,uk,england,south,unspecified,5_postgrad,lecturer,A,1_2,,,n,0:39:01,2012-04-15,2012,2012_Q2,2,S0024 S0144,"The countryside, Norfolk","Close family, partners, very close friends","Lottery ticket, teeth, organising a party, competition, Maldives",Couple go for a walk in the countryside.,"Discussing, explaining, anecdote telling, making arrangements",Original,y,T07
SCA5,85,S0144,I 've got to V,I 've got to try,36,35_44,30_39,M,British,London,England,English,England,Southern,"Norwich, Norfolk",England,8,uk,england,south,unspecified,5_postgrad,Lecturer,A,1_2,,,y,0:39:01,2012-04-15,2012,2012_Q2,2,S0024 S0144,"The countryside, Norfolk","Close family, partners, very close friends","Lottery ticket, teeth, organising a party, competition, Maldives",Couple go for a walk in the countryside.,"Discussing, explaining, anecdote telling, making arrangements",Original,y,T07
S99N,1223,S0024,I 've got to V,I 've got to study,36,35_44,30_39,F,British,Norwich,England,English,England,Southern,"Dereham, Norfolk",England,28,uk,england,south,unspecified,5_postgrad,lecturer,A,1_2,,,n,0:36:39,2012-03-25,2012,2012_Q1,4,S0012 S0013 S0024 S0144,"ANON's home, Norfolk","Close family, partners, very close friends","Countryside, phones, Norwich, castles, body language, accents ",Family having a cup of tea.,"Discussing, explaining, anecdote telling",Original,y,T03
S3RZ,320,S0024,I 've got to V,I 've got to practise,36,35_44,30_39,F,British,Norwich,England,English,England,Southern,"Dereham, Norfolk",England,28,uk,england,south,unspecified,5_postgrad,lecturer,A,1_2,,,n,0:46:41,2012-04-12,2012,2012_Q2,2,S0024 S0144,"The countryside, Norfolk","Close family, partners, very close friends","Walking, flowers, economics, research, cash crops, languages, football",Couple go for a walk in the countryside.,"Discussing, explaining, anecdote telling",Original,y,T20
S3RZ,340,S0024,I 've got to V,I 've got to stay,36,35_44,30_39,F,British,Norwich,England,English,England,Southern,"Dereham, Norfolk",England,28,uk,england,south,unspecified,5_postgrad,lecturer,A,1_2,,,n,0:46:41,2012-04-12,2012,2012_Q2,2,S0024 S0144,"The countryside, Norfolk","Close family, partners, very close friends","Walking, flowers, economics, research, cash crops, languages, football",Couple go for a walk in the countryside.,"Discussing, explaining, anecdote telling",Original,y,T20
S3RZ,514,S0024,I 've got to V,I 've got to get,36,35_44,30_39,F,British,Norwich,England,English,England,Southern,"Dereham, Norfolk",England,28,uk,england,south,unspecified,5_postgrad,lecturer,A,1_2,,,n,0:46:41,2012-04-12,2012,2012_Q2,2,S0024 S0144,"The countryside, Norfolk","Close family, partners, very close friends","Walking, flowers, economics, research, cash crops, languages, football",Couple go for a walk in the countryside.,"Discussing, explaining, anecdote telling",Original,y,T20
SX6D,152,S0024,I 've got to V,I 've got to get,36,35_44,30_39,F,British,Norwich,England,English,England,Southern,"Dereham, Norfolk",England,28,uk,england,south,unspecified,5_postgrad,lecturer,A,1_2,,,n,0:57:54,2014-09-03,2014,2014_Q3,2,S0024 S0144,Speakers' home,"Close family, partners, very close friends","Work, moodle",Couple discuss teaching computer software.,"Discussing, explaining",Revised,y,T10
S6EX,29,S0024,I 've got to V,I 've got to email,36,35_44,30_39,F,British,Norwich,England,English,England,Southern,"Dereham, Norfolk",England,28,uk,england,south,unspecified,5_postgrad,lecturer,A,1_2,,,n,0:39:40,2012-03-27,2012,2012_Q1,4,S0012 S0013 S0024 S0144,"ANON's home, Norfolk","Close family, partners, very close friends","Facebook, OCD, chicken pox, religion",Family having a cup of tea.,"Discussing, explaining, anecdote telling",Original,y,T20
SJ8J,17,S0024,I 've got to V,I 've got to drink,36,35_44,30_39,F,British,Norwich,England,English,England,Southern,"Dereham, Norfolk",England,28,uk,england,south,unspecified,5_postgrad,lecturer,A,1_2,,,n,0:18:07,2015-06-08,2015,2015_Q2,2,S0024 S0144,"Kitchen of speakers house, ","Close family, partners, very close friends","Healthy food and drink, acupuncture, work",Having a chat with wife and cooking dinner,"Discussing, explaining, anecdote telling",Revised,y,T10
SJ8J,468,S0024,I 've got to V,I 've got to get,36,35_44,30_39,F,British,Norwich,England,English,England,Southern,"Dereham, Norfolk",England,28,uk,england,south,unspecified,5_postgrad,lecturer,A,1_2,,,n,0:18:07,2015-06-08,2015,2015_Q2,2,S0024 S0144,"Kitchen of speakers house, ","Close family, partners, very close friends","Healthy food and drink, acupuncture, work",Having a chat with wife and cooking dinner,"Discussing, explaining, anecdote telling",Revised,y,T10
SJ8J,303,S0144,I 've got to V,I 've got to do,36,35_44,30_39,M,British,London,England,English,England,Southern,"Norwich, Norfolk",England,8,uk,england,south,unspecified,5_postgrad,Lecturer,A,1_2,,,y,0:18:07,2015-06-08,2015,2015_Q2,2,S0024 S0144,"Kitchen of speakers house, ","Close family, partners, very close friends","Healthy food and drink, acupuncture, work",Having a chat with wife and cooking dinner,"Discussing, explaining, anecdote telling",Revised,y,T10
SJ8J,326,S0144,I 've got to V,I 've got to write,36,35_44,30_39,M,British,London,England,English,England,Southern,"Norwich, Norfolk",England,8,uk,england,south,unspecified,5_postgrad,Lecturer,A,1_2,,,y,0:18:07,2015-06-08,2015,2015_Q2,2,S0024 S0144,"Kitchen of speakers house, ","Close family, partners, very close friends","Healthy food and drink, acupuncture, work",Having a chat with wife and cooking dinner,"Discussing, explaining, anecdote telling",Revised,y,T10
SJ8J,357,S0144,I 've got to V,I 've got to write,36,35_44,30_39,M,British,London,England,English,England,Southern,"Norwich, Norfolk",England,8,uk,england,south,unspecified,5_postgrad,Lecturer,A,1_2,,,y,0:18:07,2015-06-08,2015,2015_Q2,2,S0024 S0144,"Kitchen of speakers house, ","Close family, partners, very close friends","Healthy food and drink, acupuncture, work",Having a chat with wife and cooking dinner,"Discussing, explaining, anecdote telling",Revised,y,T10
SJ8J,357,S0144,I 've got to V,I 've got to write,36,35_44,30_39,M,British,London,England,English,England,Southern,"Norwich, Norfolk",England,8,uk,england,south,unspecified,5_postgrad,Lecturer,A,1_2,,,y,0:18:07,2015-06-08,2015,2015_Q2,2,S0024 S0144,"Kitchen of speakers house, ","Close family, partners, very close friends","Healthy food and drink, acupuncture, work",Having a chat with wife and cooking dinner,"Discussing, explaining, anecdote telling",Revised,y,T10
